"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","cantidad","delito"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","13/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","25/11/2012","FEMENINO","MENORES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","04/01/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","09/09/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOLÍVAR","Calamar","13140000","NO REPORTADO","24/04/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOLÍVAR","Calamar","13140000","NO REPORTADO","24/04/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","10/08/2012","MASCULINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","08/09/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"MAGDALENA","Santa Marta (CT)","47001001","NO REPORTADO","17/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"META","Villavicencio (CT)","50001000","NO REPORTADO","14/07/2012","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"META","Uribe","50370000","NO REPORTADO","14/10/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOLÍVAR","El Carmen de Bolívar","13244000","NO REPORTADO","01/11/2012","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","14/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"HUILA","Neiva (CT)","41001012","NO REPORTADO","10/02/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"CALDAS","Aranzazu","17050000","NO REPORTADO","03/09/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Aguadas","17013000","NO REPORTADO","31/01/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CALDAS","Aguadas","17013000","NO REPORTADO","29/08/2012","MASCULINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CALDAS","Aguadas","17013000","NO REPORTADO","29/08/2012","MASCULINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CALDAS","Filadelfia","17272000","NO REPORTADO","31/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","15/02/2012","FEMENINO","MENORES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","17/02/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Salento","63690000","NO REPORTADO","17/08/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","23/11/2012","MASCULINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","31/10/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"HUILA","Acevedo","41006000","NO REPORTADO","21/11/2012","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"QUINDÍO","Pijao","63548000","NO REPORTADO","03/10/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","20/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"MAGDALENA","Plato","47555000","NO REPORTADO","04/07/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"SANTANDER","El Carmen de Chucurí","68235000","NO REPORTADO","16/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Caicedonia","76122000","NO REPORTADO","19/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","02/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","02/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NORTE DE SANTANDER","Durania","54239000","NO REPORTADO","13/09/2012","MASCULINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","02/09/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","24/09/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","24/09/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","10/10/2012","MASCULINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","14/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","01/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","04/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"RISARALDA","La Virginia","66400000","NO REPORTADO","19/10/2012","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"RISARALDA","La Virginia","66400000","NO REPORTADO","19/10/2012","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"QUINDÍO","Circasia","63190000","NO REPORTADO","07/11/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Quimbaya","63594000","NO REPORTADO","15/02/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","03/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","01/12/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","16/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SUCRE","San Luis de Sincé","70742016","NO REPORTADO","15/08/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"META","Cumaral","50226000","NO REPORTADO","22/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"GUAVIARE","San José del Guaviare (CT)","95001000","NO REPORTADO","20/12/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","01/01/2012","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","12/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","19/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","Tuluá","76834000","NO REPORTADO","21/04/2012","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","Guavatá","68324000","NO REPORTADO","07/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","20/12/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"VICHADA","Puerto Carreño (CT)","99001000","NO REPORTADO","26/10/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","28/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Sabanalarga","08638000","NO REPORTADO","27/09/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","09/12/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"CALDAS","Pácora","17513000","NO REPORTADO","19/08/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Sevilla","76736000","NO REPORTADO","10/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","24/11/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Mosquera","25473000","NO REPORTADO","06/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"NARIÑO","La Unión","52399000","NO REPORTADO","15/01/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","04/12/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Circasia","63190000","NO REPORTADO","08/09/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"QUINDÍO","Montenegro","63470000","NO REPORTADO","10/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","19/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","19/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOYACÁ","Tunja (CT)","15001000","NO REPORTADO","01/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOYACÁ","Tunja (CT)","15001000","NO REPORTADO","01/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","28/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","28/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","27/10/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NORTE DE SANTANDER","El Zulia","54261000","NO REPORTADO","16/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","01/11/2012","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Los Santos","68418000","NO REPORTADO","18/08/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","30/05/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","13/01/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","13/04/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"QUINDÍO","Armenia (CT)","63001000","NO REPORTADO","07/11/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Soacha","25754000","NO REPORTADO","13/11/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Buenaventura","76109000","NO REPORTADO","01/08/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NARIÑO","La Unión","52399000","NO REPORTADO","05/08/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"NARIÑO","La Unión","52399000","NO REPORTADO","05/08/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"CALDAS","Salamina","17653000","NO REPORTADO","24/09/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"VALLE","Tuluá","76834000","NO REPORTADO","01/02/2012","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Tuluá","76834000","NO REPORTADO","24/04/2012","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","22/06/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"CALDAS","Riosucio","17614000","NO REPORTADO","20/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","15/09/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"PUTUMAYO","Puerto Leguízamo","86573000","NO REPORTADO","13/04/2012","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"PUTUMAYO","San Miguel","86757000","NO REPORTADO","15/07/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"PUTUMAYO","San Miguel","86757000","NO REPORTADO","21/07/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","02/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"VALLE","Bugalagrande","76113000","NO REPORTADO","19/01/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"VALLE","Bugalagrande","76113000","NO REPORTADO","04/01/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","05/05/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","26/04/2012","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","06/09/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","14/07/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VALLE","Cali (CT)","76001000","NO REPORTADO","20/10/2012","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","La Victoria","76403000","NO REPORTADO","20/10/2012","MASCULINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","25/10/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","11/08/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"SUCRE","Los Palmitos","70418000","NO REPORTADO","05/12/2012","MASCULINO","MENORES","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","14/05/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","20/04/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","31/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NORTE DE SANTANDER","Villa del Rosario","54874000","NO REPORTADO","05/04/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","11/04/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","17/04/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","NO REPORTADO","12/06/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"PUTUMAYO","Mocoa (CT)","86001000","NO REPORTADO","02/09/2012","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"TOLIMA","Honda","73349000","NO REPORTADO","03/12/2012","MASCULINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","20/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Guacarí","76318000","NO REPORTADO","17/11/2012","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"BOYACÁ","Sogamoso","15759000","NO REPORTADO","04/02/2012","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"PUTUMAYO","Mocoa (CT)","86001000","NO REPORTADO","21/09/2012","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"CHOCÓ","Quibdó (CT)","27001000","NO REPORTADO","19/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SANTANDER","Barbosa","68077000","NO REPORTADO","10/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"CALDAS","Chinchiná","17174000","NO REPORTADO","15/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","07/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","07/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","07/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ATLÁNTICO","Santo Tomás","08685000","NO REPORTADO","24/10/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ATLÁNTICO","Santo Tomás","08685000","NO REPORTADO","24/10/2012","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","Palmira","76520000","NO REPORTADO","21/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","El Cerrito","76248000","NO REPORTADO","23/11/2012","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","13/10/2012","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"VALLE","Buenaventura","76109000","NO REPORTADO","11/11/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","El Zulia","54261000","NO REPORTADO","20/05/2012","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NORTE DE SANTANDER","El Zulia","54261000","NO REPORTADO","16/06/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/07/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","12/08/2012","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","04/12/2012","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","06/12/2012","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
