"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","cantidad","delito"
"VALLE","Cali (CT)","76001000","NO REPORTADO","15/06/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","22/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","26/10/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","02/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Anserma","17042000","NO REPORTADO","20/04/2011","FEMENINO","MENORES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","23/10/2011","MASCULINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","10/09/2011","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","22/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD"
"SANTANDER","Barichara","68079000","NO REPORTADO","25/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"GUAJIRA","Maicao","44430000","NO REPORTADO","24/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","23/08/2011","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","28/08/2011","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","10/08/2011","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","13/07/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","30/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"META","Villavicencio (CT)","50001000","NO REPORTADO","13/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"VALLE","Cali (CT)","76001000","NO REPORTADO","16/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"HUILA","Gigante","41306000","NO REPORTADO","11/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"SUCRE","Sucre","70771000","NO REPORTADO","02/07/2011","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","07/01/2011","MASCULINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","18/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","13/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","11/09/2011","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ARAUCA","Saravena","81736000","NO REPORTADO","28/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD"
"VALLE","Cali (CT)","76001000","NO REPORTADO","10/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NARIÑO","Belén","52083000","NO REPORTADO","25/04/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Fusagasugá","25290000","NO REPORTADO","14/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","15/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/06/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","17/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","08/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","30/08/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","15/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","19/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOYACÁ","Sutamarchán","15776000","NO REPORTADO","22/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","20/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","20/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","20/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"CALDAS","Manzanares","17433000","NO REPORTADO","14/09/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Piedecuesta","68547000","NO REPORTADO","29/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","21/07/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ANTIOQUIA","Apartadó","05045000","NO REPORTADO","11/10/2011","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","26/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","30/05/2011","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"NARIÑO","La Unión","52399000","NO REPORTADO","01/01/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NARIÑO","La Unión","52399000","NO REPORTADO","23/02/2011","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"NARIÑO","La Unión","52399000","NO REPORTADO","08/03/2011","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"NARIÑO","La Unión","52399000","NO REPORTADO","20/03/2011","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"NARIÑO","La Unión","52399000","NO REPORTADO","14/05/2011","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","16/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","16/08/2011","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"TOLIMA","Santa Isabel","73686000","NO REPORTADO","13/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","12/10/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","21/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","01/08/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","21/06/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","24/05/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","12/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","01/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ATLÁNTICO","Malambo","08433000","NO REPORTADO","20/06/2011","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Malambo","08433000","NO REPORTADO","20/06/2011","FEMENINO","MENORES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VALLE","Cali (CT)","76001000","NO REPORTADO","08/03/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","07/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","11/01/2011","MASCULINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","07/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","18/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOYACÁ","Soatá","15753000","NO REPORTADO","07/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","19/08/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"VALLE","Cali (CT)","76001000","NO REPORTADO","29/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","23/10/2011","MASCULINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CALDAS","Manizales (CT)","17001000","NO REPORTADO","01/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"CALDAS","Manizales (CT)","17001000","NO REPORTADO","08/09/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Manizales (CT)","17001000","NO REPORTADO","09/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Manizales (CT)","17001000","NO REPORTADO","08/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","23/10/2011","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","San Vicente de Chucurí","68689000","NO REPORTADO","22/10/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","24/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","24/10/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","01/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"NARIÑO","San Bernardo","52685000","NO REPORTADO","04/02/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"META","Cumaral","50226000","NO REPORTADO","09/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"NARIÑO","Samaniego","52678000","NO REPORTADO","11/06/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","05/07/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOYACÁ","Chiquinquirá","15176000","NO REPORTADO","24/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOYACÁ","Chiquinquirá","15176000","NO REPORTADO","24/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","14/08/2011","MASCULINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","25/09/2011","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"ANTIOQUIA","Ciudad Bolívar","05101000","NO REPORTADO","27/10/2011","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","25/07/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","16/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","16/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","02/03/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SAN ANDRÉS","San Andrés (CT)","88001000","NO REPORTADO","12/08/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SANTANDER","San Gil","68679000","NO REPORTADO","26/08/2011","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","05/11/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"VALLE","Cali (CT)","76001000","NO REPORTADO","17/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"CALDAS","Riosucio","17614000","NO REPORTADO","07/11/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","09/07/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","01/07/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","10/11/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"NARIÑO","Ipiales","52356000","NO REPORTADO","31/08/2011","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"VALLE","Cali (CT)","76001000","NO REPORTADO","08/11/2011","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"RISARALDA","Dosquebradas","66170000","NO REPORTADO","06/11/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","29/10/2011","FEMENINO","MENORES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","Piedecuesta","68547000","NO REPORTADO","29/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","30/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","29/10/2011","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","11/11/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"ATLÁNTICO","Soledad","08758000","NO REPORTADO","30/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"NARIÑO","Gualmatán","52323000","NO REPORTADO","19/07/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","21/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","06/11/2011","MASCULINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"HUILA","Aipe","41016000","NO REPORTADO","16/10/2011","FEMENINO","MENORES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","10/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","San Gil","68679000","NO REPORTADO","14/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","01/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES"
"AMAZONAS","Leticia (CT)","91407000","NO REPORTADO","14/04/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"META","Acacías","50006000","NO REPORTADO","12/10/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"VALLE","Riofrío","76616000","NO REPORTADO","29/01/2011","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"NARIÑO","Túquerres","52838000","NO REPORTADO","22/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","11/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"HUILA","La Plata","41396000","NO REPORTADO","02/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","01/08/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","24/09/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","29/09/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","30/09/2011","MASCULINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","27/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","25/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","07/09/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","23/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","10/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","20/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","25/09/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/09/2011","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","12/07/2011","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","09/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NARIÑO","Pasto (CT)","52001000","NO REPORTADO","29/04/2011","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","03/10/2011","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
