"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","tipo_de_hurto","cantidad"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","30/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","ARMA BLANCA / CORTOPUNZANTE","08/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","16/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","29/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","27/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","07/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","16/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Copacabana","05212000","ARMA BLANCA / CORTOPUNZANTE","17/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","ARMA BLANCA / CORTOPUNZANTE","26/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Puebloviejo","47570000","ARMA BLANCA / CORTOPUNZANTE","22/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","15/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","15/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","11/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","04/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","22/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","08/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","26/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","11/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","01/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","16/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Apartadó","05045000","ARMA BLANCA / CORTOPUNZANTE","24/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","28/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"SUCRE","Ovejas","70508000","ARMA BLANCA / CORTOPUNZANTE","12/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","22/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","12/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","11/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","20/10/2020","FEMENINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","10/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","La Paz","20621000","ARMA BLANCA / CORTOPUNZANTE","19/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Cereté","23162000","ARMA BLANCA / CORTOPUNZANTE","07/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","26/09/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Fredonia","05282000","ARMA BLANCA / CORTOPUNZANTE","22/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","15/05/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","25/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","29/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","23/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","ARMA BLANCA / CORTOPUNZANTE","29/05/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Los Andes","52418000","ARMA BLANCA / CORTOPUNZANTE","18/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","08/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","23/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","26/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","10/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","09/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","01/05/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","El Cairo","76246000","ARMA BLANCA / CORTOPUNZANTE","19/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CASANARE","Aguazul","85010000","ARMA BLANCA / CORTOPUNZANTE","04/05/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","07/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","17/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","15/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","28/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Turbaco","13836000","ARMA BLANCA / CORTOPUNZANTE","04/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","San Andres de Tumaco","52835000","ARMA BLANCA / CORTOPUNZANTE","14/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","20/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Tello","41799000","ARMA BLANCA / CORTOPUNZANTE","23/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puerto Tejada","19573000","ARMA BLANCA / CORTOPUNZANTE","02/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","10/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Acacías","50006000","ARMA BLANCA / CORTOPUNZANTE","12/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Guadalupe","41319000","ARMA BLANCA / CORTOPUNZANTE","03/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","07/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","06/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Magangué","13430000","ARMA BLANCA / CORTOPUNZANTE","29/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","27/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Cajicá","25126000","ARMA BLANCA / CORTOPUNZANTE","15/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Palestina","41530000","ARMA BLANCA / CORTOPUNZANTE","05/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","11/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","07/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","05/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","16/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","23/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Sonson","05756000","ARMA BLANCA / CORTOPUNZANTE","18/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","San Roque","05670000","ARMA BLANCA / CORTOPUNZANTE","31/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","27/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","09/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Pradera","76563000","ARMA BLANCA / CORTOPUNZANTE","10/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Luruaco","08421000","ARMA BLANCA / CORTOPUNZANTE","30/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","13/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","02/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Montería (CT)","23001000","ARMA BLANCA / CORTOPUNZANTE","13/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","19/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Magangué","13430000","ARMA BLANCA / CORTOPUNZANTE","26/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","09/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","17/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","14/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","06/07/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","15/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Corozal","70215000","ARMA BLANCA / CORTOPUNZANTE","29/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Galapa","08296000","ARMA BLANCA / CORTOPUNZANTE","01/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","18/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","08/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","18/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","30/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ARAUCA","Arauca (CT)","81001000","ARMA BLANCA / CORTOPUNZANTE","29/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","09/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","25/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","25/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","09/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","04/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CUNDINAMARCA","Pasca","25535000","ARMA BLANCA / CORTOPUNZANTE","18/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Chiriguaná","20178000","ARMA BLANCA / CORTOPUNZANTE","02/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CESAR","Aguachica","20011000","ARMA BLANCA / CORTOPUNZANTE","23/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","30/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","28/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","13/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Segovia","05736000","ARMA BLANCA / CORTOPUNZANTE","05/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Turbo","05837000","ARMA BLANCA / CORTOPUNZANTE","19/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Aguachica","20011000","ARMA BLANCA / CORTOPUNZANTE","26/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"PUTUMAYO","San Miguel","86757000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","San Juan Nepomuceno","13657000","ARMA BLANCA / CORTOPUNZANTE","20/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","18/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"SUCRE","San Luis de Sincé","70742000","ARMA BLANCA / CORTOPUNZANTE","06/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","19/08/2020","FEMENINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","02/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","01/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","26/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sampués","70670000","ARMA BLANCA / CORTOPUNZANTE","26/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","María La Baja","13442000","ARMA BLANCA / CORTOPUNZANTE","26/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","25/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","06/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Cereté","23162000","ARMA BLANCA / CORTOPUNZANTE","13/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","30/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","04/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","17/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","ARMA BLANCA / CORTOPUNZANTE","30/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","27/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","27/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","12/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Magangué","13430000","ARMA BLANCA / CORTOPUNZANTE","17/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","04/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CESAR","El Paso","20250002","ARMA BLANCA / CORTOPUNZANTE","13/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","01/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","ARMA BLANCA / CORTOPUNZANTE","18/03/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","ARMA BLANCA / CORTOPUNZANTE","26/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"MAGDALENA","Ciénaga","47189000","ARMA BLANCA / CORTOPUNZANTE","29/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Silvania","25743000","ARMA BLANCA / CORTOPUNZANTE","05/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Santa Rosa","13683000","ARMA BLANCA / CORTOPUNZANTE","07/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","13/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Soledad","08758000","ARMA BLANCA / CORTOPUNZANTE","14/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Timbío","19807000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Turbo","05837000","ARMA BLANCA / CORTOPUNZANTE","19/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","16/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
