"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","tipo_de_hurto","cantidad"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","06/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Montería (CT)","23001000","ARMA BLANCA / CORTOPUNZANTE","01/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","08/03/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","01/08/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","01/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","06/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","22/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","08/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","06/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","21/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Guarne","05318000","ARMA BLANCA / CORTOPUNZANTE","16/03/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","13/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Carmen de Apicalá","73148000","ARMA BLANCA / CORTOPUNZANTE","26/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","13/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","14/09/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","16/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","23/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","12/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001009","ARMA BLANCA / CORTOPUNZANTE","17/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Carepa","05147000","ARMA BLANCA / CORTOPUNZANTE","17/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","02/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","09/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","30/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","16/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","22/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Ocaña","54498000","ARMA BLANCA / CORTOPUNZANTE","29/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","11/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Puerto Rico","18592000","ARMA BLANCA / CORTOPUNZANTE","08/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CHOCÓ","Quibdó (CT)","27001000","ARMA BLANCA / CORTOPUNZANTE","20/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","18/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","09/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"PUTUMAYO","Valle del Guamuez","86865000","ARMA BLANCA / CORTOPUNZANTE","20/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Honda","73349000","ARMA BLANCA / CORTOPUNZANTE","22/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","17/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","La Unión","52399000","ARMA BLANCA / CORTOPUNZANTE","27/06/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","08/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001042","ARMA BLANCA / CORTOPUNZANTE","04/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","13/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","El Paso","20250000","ARMA BLANCA / CORTOPUNZANTE","13/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Soledad","08758000","ARMA BLANCA / CORTOPUNZANTE","14/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","20/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","03/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","04/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","08/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Galapa","08296000","ARMA BLANCA / CORTOPUNZANTE","02/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Piedecuesta","68547000","ARMA BLANCA / CORTOPUNZANTE","08/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Tuluá","76834000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","ARMA BLANCA / CORTOPUNZANTE","28/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","17/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Turbaco","13836000","ARMA BLANCA / CORTOPUNZANTE","12/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","28/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","16/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","12/11/2018","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Toro","76823000","ARMA BLANCA / CORTOPUNZANTE","30/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","03/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Acevedo","41006000","ARMA BLANCA / CORTOPUNZANTE","04/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","17/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","17/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Itagui","05360000","ARMA BLANCA / CORTOPUNZANTE","07/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sampués","70670000","ARMA BLANCA / CORTOPUNZANTE","06/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","03/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","02/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","30/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","23/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","13/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","27/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","19/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","15/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Santo Domingo","05690000","ARMA BLANCA / CORTOPUNZANTE","02/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"MAGDALENA","Aracataca","47053000","ARMA BLANCA / CORTOPUNZANTE","01/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Palmar de Varela","08520000","ARMA BLANCA / CORTOPUNZANTE","24/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Floridablanca","68276000","ARMA BLANCA / CORTOPUNZANTE","26/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Arjona","13052000","ARMA BLANCA / CORTOPUNZANTE","02/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","04/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","11/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"PUTUMAYO","Puerto Asís","86568000","ARMA BLANCA / CORTOPUNZANTE","08/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Tuluá","76834000","ARMA BLANCA / CORTOPUNZANTE","04/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Girardota","05308000","ARMA BLANCA / CORTOPUNZANTE","11/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","La Mesa","25386000","ARMA BLANCA / CORTOPUNZANTE","05/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Floridablanca","68276000","ARMA BLANCA / CORTOPUNZANTE","23/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Soledad","08758000","ARMA BLANCA / CORTOPUNZANTE","27/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","04/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","14/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","30/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Cajicá","25126000","ARMA BLANCA / CORTOPUNZANTE","10/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","20/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Malambo","08433000","ARMA BLANCA / CORTOPUNZANTE","28/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","02/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Ricaurte","25612000","ARMA BLANCA / CORTOPUNZANTE","07/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","17/05/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","31/10/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Villa Rica","19845000","ARMA BLANCA / CORTOPUNZANTE","24/09/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puerto Tejada","19573000","ARMA BLANCA / CORTOPUNZANTE","04/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","19/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","12/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puracé","19585000","ARMA BLANCA / CORTOPUNZANTE","25/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Sabanalarga","08638000","ARMA BLANCA / CORTOPUNZANTE","07/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Apartadó","05045000","ARMA BLANCA / CORTOPUNZANTE","15/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Caldono","19137000","ARMA BLANCA / CORTOPUNZANTE","29/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","25/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Magangué","13430000","ARMA BLANCA / CORTOPUNZANTE","22/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","26/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Ocaña","54498000","ARMA BLANCA / CORTOPUNZANTE","14/11/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","19/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","16/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","17/04/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","San Roque","05670001","ARMA BLANCA / CORTOPUNZANTE","30/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Ansermanuevo","76041000","ARMA BLANCA / CORTOPUNZANTE","11/12/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","24/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","08/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Guacarí","76318000","ARMA BLANCA / CORTOPUNZANTE","13/07/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","03/02/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","09/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Itagui","05360000","ARMA BLANCA / CORTOPUNZANTE","24/07/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","20/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"MAGDALENA","Chivolo","47170000","ARMA BLANCA / CORTOPUNZANTE","27/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Río de Oro","20614000","ARMA BLANCA / CORTOPUNZANTE","17/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","09/07/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","13/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","31/12/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","Florencia (CT)","18001000","ARMA BLANCA / CORTOPUNZANTE","27/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ARAUCA","Arauquita","81065000","ARMA BLANCA / CORTOPUNZANTE","12/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","30/09/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","09/11/2020","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","14/10/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ATLÁNTICO","Soledad","08758000","ARMA BLANCA / CORTOPUNZANTE","27/05/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","04/02/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Ibagué (CT)","73001000","ARMA BLANCA / CORTOPUNZANTE","31/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","14/06/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SUCRE","Sincelejo (CT)","70001000","ARMA BLANCA / CORTOPUNZANTE","15/08/2020","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","ARMA BLANCA / CORTOPUNZANTE","15/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Montería (CT)","23001000","ARMA BLANCA / CORTOPUNZANTE","10/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Carmen de Apicalá","73148000","ARMA BLANCA / CORTOPUNZANTE","12/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","07/01/2021","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Garzón","41298000","ARMA BLANCA / CORTOPUNZANTE","31/01/2021","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
