group1,group2,meandiff,p-adj,lower,upper,reject,dashboard,grupo_comparado,interpretacion
CALDAS,HUILA,-18.5,1.0,-84.246,47.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,LA GUAJIRA,-31.0,0.9942,-96.746,34.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,MAGDALENA,-10.6667,1.0,-76.4127,55.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,META,-14.1667,1.0,-79.9127,51.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,NARINO,-21.5,1.0,-87.246,44.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,NORTE DE SANTANDER,18.5,1.0,-47.246,84.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,PUTUMAYO,-28.7667,0.9992,-97.7217,40.1884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,QUINDIO,-29.3667,0.9988,-98.3217,39.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,RISARALDA,-0.3333,1.0,-66.0794,65.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,SAN ANDRES ISLAS,-51.8333,0.8022,-132.3555,28.6888,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,SANTANDER,-11.6667,1.0,-77.4127,54.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,SUCRE,-35.3667,0.9813,-104.3217,33.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,TOLIMA,-15.5,1.0,-81.246,50.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CALDAS,VALLE DEL CAUCA,123.6667,0.0,57.9206,189.4127,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
CALDAS,VICHADA,-52.1667,0.9452,-145.1456,40.8123,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CASANARE,-11.2,1.0,-80.155,57.755,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CAUCA,-3.0333,1.0,-71.9884,65.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CESAR,23.4,1.0,-48.6212,95.4212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CHOCO,-18.7,1.0,-87.655,50.255,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CORDOBA,-8.0333,1.0,-76.9884,60.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,CUNDINAMARCA,44.6,0.856,-27.4212,116.6212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,GUAVIARE,-20.6,1.0,-92.6212,51.4212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,HUILA,8.4667,1.0,-60.4884,77.4217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,LA GUAJIRA,-4.0333,1.0,-72.9884,64.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,MAGDALENA,16.3,1.0,-52.655,85.255,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,META,12.8,1.0,-56.155,81.755,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,NARINO,5.4667,1.0,-63.4884,74.4217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,NORTE DE SANTANDER,45.4667,0.7632,-23.4884,114.4217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,PUTUMAYO,-1.8,1.0,-73.8212,70.2212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,QUINDIO,-2.4,1.0,-74.4212,69.6212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,RISARALDA,26.6333,0.9998,-42.3217,95.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,SAN ANDRES ISLAS,-24.8667,1.0,-108.0296,58.2962,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,SANTANDER,15.3,1.0,-53.655,84.255,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,SUCRE,-8.4,1.0,-80.4212,63.6212,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,TOLIMA,11.4667,1.0,-57.4884,80.4217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAQUETA,VALLE DEL CAUCA,150.6333,0.0,81.6783,219.5884,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
CAQUETA,VICHADA,-25.2,1.0,-120.4751,70.0751,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,CAUCA,8.1667,1.0,-57.5794,73.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,CESAR,34.6,0.986,-34.355,103.555,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,CHOCO,-7.5,1.0,-73.246,58.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,CORDOBA,3.1667,1.0,-62.5794,68.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,CUNDINAMARCA,55.8,0.3331,-13.155,124.755,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,GUAVIARE,-9.4,1.0,-78.355,59.555,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,HUILA,19.6667,1.0,-46.0794,85.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,LA GUAJIRA,7.1667,1.0,-58.5794,72.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,MAGDALENA,27.5,0.9991,-38.246,93.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,META,24.0,0.9999,-41.746,89.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,NARINO,16.6667,1.0,-49.0794,82.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,NORTE DE SANTANDER,56.6667,0.2148,-9.0794,122.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,PUTUMAYO,9.4,1.0,-59.555,78.355,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,QUINDIO,8.8,1.0,-60.155,77.755,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,RISARALDA,37.8333,0.9283,-27.9127,103.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,SAN ANDRES ISLAS,-13.6667,1.0,-94.1888,66.8555,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,SANTANDER,26.5,0.9996,-39.246,92.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,SUCRE,2.8,1.0,-66.155,71.755,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,TOLIMA,22.6667,1.0,-43.0794,88.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CASANARE,VALLE DEL CAUCA,161.8333,0.0,96.0873,227.5794,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
CASANARE,VICHADA,-14.0,1.0,-106.9789,78.9789,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAUCA,CESAR,26.4333,0.9998,-42.5217,95.3884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAUCA,CHOCO,-15.6667,1.0,-81.4127,50.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAUCA,CORDOBA,-5.0,1.0,-70.746,60.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
CAUCA,CUNDINAMARCA,47.6333,0.6765,-21.3217,116.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
