departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,FECHA,ANO,MES
SUCRE,COROZAL,70215006,NO REPORTADO,01/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-01,2012,2
SUCRE,OVEJAS,70508015,NO REPORTADO,01/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-01,2012,2
VALLE,TULUÁ,76834000,NO REPORTADO,01/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-01,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,02/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,02/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-02,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,02/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-02,2012,2
BOLÍVAR,CÓRDOBA,13212000,NO REPORTADO,02/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-02,2012,2
CUNDINAMARCA,SOACHA,25754000,NO REPORTADO,02/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-02,2012,2
GUAJIRA,MAICAO,44430000,NO REPORTADO,02/02/2012,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-02,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,02/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,2012,2
QUINDÍO,FILANDIA,63272000,NO REPORTADO,02/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,2012,2
QUINDÍO,SALENTO,63690000,NO REPORTADO,02/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,2012,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,02/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,2012,2
VALLE,CALI,76001000,NO REPORTADO,02/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-02-02,2012,2
AMAZONAS,LETICIA,91001000,NO REPORTADO,03/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,03/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,03/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
CAQUETÁ,SOLITA,18785000,NO REPORTADO,03/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
HUILA,GIGANTE,41306000,NO REPORTADO,03/02/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
HUILA,NEIVA,41001000,NO REPORTADO,03/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-03,2012,2
QUINDÍO,ARMENIA,63001005,NO REPORTADO,03/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-03,2012,2
RISARALDA,MISTRATÓ,66456000,NO REPORTADO,03/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-02-03,2012,2
VALLE,CALI,76001000,NO REPORTADO,03/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-03,2012,2
VALLE,CALI,76001000,NO REPORTADO,03/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-03,2012,2
BOYACÁ,SOGAMOSO,15759000,NO REPORTADO,04/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-04,2012,2
CALDAS,ANSERMA,17042000,NO REPORTADO,04/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-04,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,04/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-04,2012,2
VALLE,CALI,76001000,NO REPORTADO,04/02/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-04,2012,2
AMAZONAS,PUERTO NARIÑO,91540001,NO REPORTADO,05/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-02-05,2012,2
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,05/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-05,2012,2
ANTIOQUIA,PUERTO TRIUNFO,05591004,NO REPORTADO,05/02/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-05,2012,2
ATLÁNTICO,BARANOA,08078000,NO REPORTADO,05/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-05,2012,2
CALDAS,CHINCHINÁ,17174000,NO REPORTADO,05/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-05,2012,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,05/02/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-05,2012,2
CASANARE,YOPAL,85001000,NO REPORTADO,05/02/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-05,2012,2
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,05/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-05,2012,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,05/02/2012,FEMENINO,MENORES,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2012-02-05,2012,2
VALLE,CALI,76001000,NO REPORTADO,05/02/2012,FEMENINO,ADULTOS,2,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-05,2012,2
VALLE,ZARZAL,76895000,NO REPORTADO,05/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-05,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,06/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-06,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,06/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-06,2012,2
BOYACÁ,JENESANO,15367000,NO REPORTADO,06/02/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-06,2012,2
CALDAS,CHINCHINÁ,17174000,NO REPORTADO,06/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-06,2012,2
CALDAS,MANIZALES,17001000,NO REPORTADO,06/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-06,2012,2
GUAJIRA,MAICAO,44430000,NO REPORTADO,06/02/2012,FEMENINO,MENORES,3,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-06,2012,2
MAGDALENA,ALGARROBO,47030000,NO REPORTADO,06/02/2012,MASCULINO,MENORES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-02-06,2012,2
NORTE DE SANTANDER,CÚCUTA,54001000,NO REPORTADO,06/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-06,2012,2
QUINDÍO,GÉNOVA,63302000,NO REPORTADO,06/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-06,2012,2
SUCRE,SANTIAGO DE TOLÚ,70820000,NO REPORTADO,06/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-06,2012,2
SUCRE,SINCELEJO,70001000,NO REPORTADO,06/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-06,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,07/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-07,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,07/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-07,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,07/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-07,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,07/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2012-02-07,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,07/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-07,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,07/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-07,2012,2
QUINDÍO,LA TEBAIDA,63401000,NO REPORTADO,07/02/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-07,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,08/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-08,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,08/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-08,2012,2
BOLÍVAR,MAGANGUÉ,13430000,NO REPORTADO,08/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-08,2012,2
HUILA,NEIVA,41001000,NO REPORTADO,08/02/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-08,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,08/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-08,2012,2
VALLE,ZARZAL,76895000,NO REPORTADO,08/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-08,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-09,2012,2
ATLÁNTICO,GALAPA,08296000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2012-02-09,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,09/02/2012,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-09,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-02-09,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,09/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2012-02-09,2012,2
BOLÍVAR,MAGANGUÉ,13430000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-09,2012,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-09,2012,2
GUAJIRA,MAICAO,44430000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,2,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-09,2012,2
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-09,2012,2
VALLE,CALI,76001000,NO REPORTADO,09/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-09,2012,2
VALLE,CALI,76001000,NO REPORTADO,09/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-09,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-10,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-10,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-10,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,2,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-10,2012,2
HUILA,NEIVA,41001012,NO REPORTADO,10/02/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-10,2012,2
META,GRANADA,50313000,NO REPORTADO,10/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-10,2012,2
META,VILLAVICENCIO,50001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-10,2012,2
NARIÑO,SAN LORENZO,52687000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-02-10,2012,2
VALLE,BOLÍVAR,76100000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,2,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-10,2012,2
VALLE,BOLÍVAR,76100000,NO REPORTADO,10/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-10,2012,2
VALLE,CALI,76001000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-10,2012,2
VALLE,TULUÁ,76834000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-02-10,2012,2
VALLE,TULUÁ,76834000,NO REPORTADO,10/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-10,2012,2
ATLÁNTICO,SABANALARGA,08638000,NO REPORTADO,11/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-11,2012,2
CALDAS,BELALCÁZAR,17088000,NO REPORTADO,11/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-11,2012,2
RISARALDA,PEREIRA,66001000,NO REPORTADO,11/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-02-11,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,12/02/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-12,2012,2
CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094000,NO REPORTADO,12/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-12,2012,2
NORTE DE SANTANDER,CÚCUTA,54001000,NO REPORTADO,12/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-12,2012,2
NORTE DE SANTANDER,LOS PATIOS,54405000,NO REPORTADO,12/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-12,2012,2
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,NO REPORTADO,12/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-12,2012,2
SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,12/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-12,2012,2
VALLE,CALI,76001000,NO REPORTADO,12/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-12,2012,2
VALLE,CALI,76001000,NO REPORTADO,12/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2012-02-12,2012,2
VALLE,VIJES,76869000,NO REPORTADO,12/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-12,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,13/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-13,2012,2
CUNDINAMARCA,CAJICÁ,25126000,NO REPORTADO,13/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-02-13,2012,2
VALLE,CALI,76001000,NO REPORTADO,13/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-13,2012,2
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,14/02/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-14,2012,2
VALLE,EL ÁGUILA,76243000,NO REPORTADO,14/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-14,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/02/2012,FEMENINO,ADULTOS,3,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-15,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-15,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-15,2012,2
CAQUETÁ,LA MONTAÑITA,18410000,NO REPORTADO,15/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-15,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,15/02/2012,FEMENINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-15,2012,2
QUINDÍO,QUIMBAYA,63594000,NO REPORTADO,15/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-15,2012,2
SANTANDER,GIRÓN,68307000,NO REPORTADO,15/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-15,2012,2
SUCRE,COROZAL,70215000,NO REPORTADO,15/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-02-15,2012,2
SUCRE,SINCELEJO,70001000,NO REPORTADO,15/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-15,2012,2
SUCRE,SINCELEJO,70001000,NO REPORTADO,15/02/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-15,2012,2
VALLE,ANSERMANUEVO,76041000,NO REPORTADO,15/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-15,2012,2
VALLE,CALI,76001000,NO REPORTADO,15/02/2012,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-15,2012,2
VALLE,RIOFRÍO,76616000,NO REPORTADO,15/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-02-15,2012,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,16/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-16,2012,2
ATLÁNTICO,SABANALARGA,08638000,NO REPORTADO,16/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-02-16,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,16/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-16,2012,2
GUAJIRA,RIOHACHA,44001000,NO REPORTADO,16/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-02-16,2012,2
NORTE DE SANTANDER,CÚCUTA,54001000,NO REPORTADO,16/02/2012,FEMENINO,MENORES,2,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-16,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,16/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-16,2012,2
SANTANDER,JESÚS MARÍA,68368000,NO REPORTADO,16/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-02-16,2012,2
BOLÍVAR,MAGANGUÉ,13430000,NO REPORTADO,17/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-02-17,2012,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,17/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-17,2012,2
VALLE,CALI,76001000,NO REPORTADO,17/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-17,2012,2
