departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,FECHA,ANO,MES
CALDAS,MARQUETALIA,17444000,NO REPORTADO,30/01/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-01-30,2010,1
SANTANDER,CHARALÁ,68167000,NO REPORTADO,30/01/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-01-30,2010,1
SUCRE,SINCELEJO,70001000,NO REPORTADO,30/01/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-01-30,2010,1
ANTIOQUIA,CAUCASIA,05154000,NO REPORTADO,31/01/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-01-31,2010,1
HUILA,ISNOS,41359000,NO REPORTADO,31/01/2010,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-01-31,2010,1
ANTIOQUIA,COPACABANA,05212000,NO REPORTADO,01/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-01,2010,2
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,01/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-01,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,01/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2010-02-01,2010,2
CALDAS,MANIZALES,17001000,NO REPORTADO,01/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-01,2010,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,03/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-03,2010,2
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,03/02/2010,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-03,2010,2
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,03/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-03,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,03/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-03,2010,2
TOLIMA,MELGAR,73449000,NO REPORTADO,03/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-03,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,04/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-04,2010,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,04/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-04,2010,2
MAGDALENA,ZONA BANANERA,47980008,NO REPORTADO,04/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-04,2010,2
PUTUMAYO,MOCOA,86001000,NO REPORTADO,04/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-04,2010,2
SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,04/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-04,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,05/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2010-02-05,2010,2
BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTADO,05/02/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-05,2010,2
CASANARE,YOPAL,85001000,NO REPORTADO,05/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-05,2010,2
HUILA,PITALITO,41551000,NO REPORTADO,05/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-05,2010,2
SANTANDER,CALIFORNIA,68132000,NO REPORTADO,05/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-05,2010,2
VALLE,CALI,76001000,NO REPORTADO,05/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-05,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,06/02/2010,FEMENINO,ADULTOS,2,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-06,2010,2
SUCRE,SAMPUÉS,70670000,NO REPORTADO,06/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-06,2010,2
CUNDINAMARCA,FACATATIVÁ,25269003,NO REPORTADO,07/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-07,2010,2
QUINDÍO,ARMENIA,63001000,NO REPORTADO,07/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-07,2010,2
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,08/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-08,2010,2
CALDAS,LA DORADA,17380000,NO REPORTADO,08/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-08,2010,2
GUAJIRA,DIBULLA,44090000,NO REPORTADO,08/02/2010,MASCULINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-08,2010,2
ANTIOQUIA,AMAGÁ,05030000,NO REPORTADO,09/02/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-09,2010,2
CAQUETÁ,PUERTO RICO,18592000,NO REPORTADO,09/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-09,2010,2
CASANARE,PORE,85263000,NO REPORTADO,09/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN,2010-02-09,2010,2
META,ACACÍAS,50006000,NO REPORTADO,09/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-09,2010,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,09/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-09,2010,2
TOLIMA,ORTEGA,73504000,NO REPORTADO,09/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-09,2010,2
HUILA,TESALIA,41797000,NO REPORTADO,10/02/2010,FEMENINO,ADULTOS,2,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-10,2010,2
META,VILLAVICENCIO,50001000,NO REPORTADO,10/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-10,2010,2
VALLE,CARTAGO,76147000,NO REPORTADO,10/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-10,2010,2
VALLE,PALMIRA,76520000,NO REPORTADO,10/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-10,2010,2
CASANARE,AGUAZUL,85010000,NO REPORTADO,11/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-11,2010,2
TOLIMA,IBAGUÉ,73001000,NO REPORTADO,11/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-11,2010,2
VALLE,DAGUA,76233000,NO REPORTADO,11/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-11,2010,2
META,GRANADA,50313000,NO REPORTADO,12/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-12,2010,2
SANTANDER,CHARALÁ,68167000,NO REPORTADO,12/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-12,2010,2
VALLE,JAMUNDÍ,76364000,NO REPORTADO,12/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-12,2010,2
CAUCA,TIMBÍO,19807000,NO REPORTADO,13/02/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-02-13,2010,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,13/02/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-13,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,14/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2010-02-14,2010,2
SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,14/02/2010,MASCULINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-14,2010,2
TOLIMA,IBAGUÉ,73001000,NO REPORTADO,14/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-14,2010,2
VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTADO,14/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-14,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-15,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-02-15,2010,2
CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,NO REPORTADO,15/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-15,2010,2
SANTANDER,GIRÓN,68307000,NO REPORTADO,15/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-15,2010,2
SUCRE,SINCELEJO,70001000,NO REPORTADO,15/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-15,2010,2
VALLE,CALI,76001000,NO REPORTADO,15/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-15,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,16/02/2010,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-16,2010,2
HUILA,NEIVA,41001000,NO REPORTADO,16/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-16,2010,2
MAGDALENA,ARACATACA,47053008,NO REPORTADO,16/02/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-16,2010,2
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,17/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-17,2010,2
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,17/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-17,2010,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,17/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-17,2010,2
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,17/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-17,2010,2
META,VILLAVICENCIO,50001000,NO REPORTADO,17/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-17,2010,2
NARIÑO,SAN ANDRES DE TUMACO,52835151,NO REPORTADO,17/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-17,2010,2
SANTANDER,COROMORO,68217000,NO REPORTADO,17/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-17,2010,2
SANTANDER,SAN GIL,68679000,NO REPORTADO,17/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-17,2010,2
ARAUCA,ARAUCA,81001000,NO REPORTADO,18/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-18,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,18/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-18,2010,2
VALLE,CALI,76001000,NO REPORTADO,19/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-19,2010,2
VALLE,GUACARÍ,76318000,NO REPORTADO,19/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-19,2010,2
GUAJIRA,RIOHACHA,44001000,NO REPORTADO,20/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-02-20,2010,2
BOLÍVAR,EL CARMEN DE BOLÍVAR,13244000,NO REPORTADO,21/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-21,2010,2
META,VILLAVICENCIO,50001000,NO REPORTADO,21/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-21,2010,2
META,VILLAVICENCIO,50001000,NO REPORTADO,21/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-21,2010,2
SANTANDER,CURITÍ,68229000,NO REPORTADO,21/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-21,2010,2
SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,21/02/2010,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-21,2010,2
VALLE,CALI,76001000,NO REPORTADO,21/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-21,2010,2
ANTIOQUIA,BELLO,05088000,NO REPORTADO,22/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-22,2010,2
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,22/02/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-22,2010,2
CESAR,CURUMANÍ,20228000,NO REPORTADO,22/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-22,2010,2
RISARALDA,DOSQUEBRADAS,66170000,NO REPORTADO,22/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-22,2010,2
BOLÍVAR,MARÍA LA BAJA,13442000,NO REPORTADO,23/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-23,2010,2
CASANARE,AGUAZUL,85010000,NO REPORTADO,23/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-23,2010,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,23/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-23,2010,2
GUAJIRA,MAICAO,44430000,NO REPORTADO,24/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-24,2010,2
SANTANDER,PIEDECUESTA,68547000,NO REPORTADO,24/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-24,2010,2
SANTANDER,VALLE DE SAN JOSÉ,68855000,NO REPORTADO,24/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-02-24,2010,2
ANTIOQUIA,AMALFI,05031000,NO REPORTADO,25/02/2010,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-25,2010,2
CALDAS,MANZANARES,17433000,NO REPORTADO,25/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-25,2010,2
CAQUETÁ,EL DONCELLO,18247000,NO REPORTADO,25/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-25,2010,2
RISARALDA,PEREIRA,66001000,NO REPORTADO,26/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-26,2010,2
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,26/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-26,2010,2
VALLE,EL ÁGUILA,76243000,NO REPORTADO,26/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-26,2010,2
VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTADO,26/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2010-02-26,2010,2
VALLE,YUMBO,76892000,NO REPORTADO,26/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-26,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,27/02/2010,FEMENINO,MENORES,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2010-02-27,2010,2
CESAR,EL COPEY,20238000,NO REPORTADO,27/02/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-27,2010,2
PUTUMAYO,PUERTO ASÍS,86568000,NO REPORTADO,27/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-02-27,2010,2
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,28/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-02-28,2010,2
BOYACÁ,GUATEQUE,15322000,NO REPORTADO,28/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-28,2010,2
CALDAS,CHINCHINÁ,17174000,NO REPORTADO,28/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-28,2010,2
RISARALDA,PEREIRA,66001000,NO REPORTADO,28/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-02-28,2010,2
SANTANDER,CIMITARRA,68190000,NO REPORTADO,28/02/2010,FEMENINO,ADOLESCENTES,2,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2010-02-28,2010,2
ANTIOQUIA,APARTADÓ,05045000,NO REPORTADO,01/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-03-01,2010,3
BOLÍVAR,ARJONA,13052000,NO REPORTADO,01/03/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-03-01,2010,3
CALDAS,MANIZALES,17001000,NO REPORTADO,01/03/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-01,2010,3
CALDAS,MANIZALES,17001000,NO REPORTADO,01/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-01,2010,3
CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,NO REPORTADO,01/03/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-01,2010,3
META,GRANADA,50313000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-01,2010,3
PUTUMAYO,PUERTO ASÍS,86568000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-03-01,2010,3
PUTUMAYO,PUERTO GUZMÁN,86571000,NO REPORTADO,01/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-01,2010,3
SANTANDER,PUENTE NACIONAL,68572000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-01,2010,3
SUCRE,SINCELEJO,70001000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-03-01,2010,3
VALLE,ALCALÁ,76020000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-01,2010,3
VALLE,ALCALÁ,76020000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-03-01,2010,3
VALLE,GUADALAJARA DE BUGA,76111000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-01,2010,3
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,02/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-03-02,2010,3
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,03/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-03-03,2010,3
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,03/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-03,2010,3
CAQUETÁ,MORELIA,18479000,NO REPORTADO,03/03/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-03,2010,3
