departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,fecha,tipo
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,01/10/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-01-10,denuncia
SANTANDER,Puente Nacional,68572000,NO REPORTADO,07/10/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-07-10,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,04/10/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-10,denuncia
MAGDALENA,Algarrobo,47030000,NO REPORTADO,06/02/2012,MASCULINO,MENORES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-06-02,denuncia
HUILA,Timaná,41807000,NO REPORTADO,11/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-11-08,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,07/10/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2012-07-10,denuncia
CESAR,Chiriguaná,20178008,NO REPORTADO,04/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-04-08,denuncia
CUNDINAMARCA,Soacha,25754000,NO REPORTADO,06/08/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-06-08,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,06/10/2012,MASCULINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-06-10,denuncia
PUTUMAYO,Orito,86320000,NO REPORTADO,09/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-09-07,denuncia
ANTIOQUIA,Pueblorrico,5576000,NO REPORTADO,03/09/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-03-09,denuncia
CAQUETÁ,San José del Fragua,18610000,NO REPORTADO,02/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-02-08,denuncia
BOLÍVAR,Turbaná,13838000,NO REPORTADO,02/09/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-02-09,denuncia
NORTE DE SANTANDER,El Zulia,54261000,NO REPORTADO,07/09/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-09,denuncia
HUILA,Pitalito,41551000,NO REPORTADO,09/09/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-09,denuncia
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,05/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-05-07,denuncia
VALLE,Palmira,76520000,NO REPORTADO,06/10/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-06-10,denuncia
PUTUMAYO,Puerto Asís,86568000,NO REPORTADO,12/01/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-01,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,09/06/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-09-06,denuncia
CÓRDOBA,Montería (CT),23001000,NO REPORTADO,11/09/2012,MASCULINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-11-09,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,05/09/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-05-09,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,11/03/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-11-03,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,06/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-06-02,denuncia
NORTE DE SANTANDER,Los Patios,54405000,NO REPORTADO,04/04/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-04,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,12/02/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-02,denuncia
PUTUMAYO,Valle del Guamuez,86865000,NO REPORTADO,12/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-12-02,denuncia
PUTUMAYO,Sibundoy,86749000,NO REPORTADO,02/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-02-01,denuncia
CAQUETÁ,Solano,18756000,NO REPORTADO,07/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-07-08,denuncia
VALLE,Trujillo,76828000,NO REPORTADO,09/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-09-05,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,09/04/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-09-04,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,01/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-01-05,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,01/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-05,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,12/05/2012,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-12-05,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,07/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-07-08,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,08/07/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-08-07,denuncia
NORTE DE SANTANDER,Villa del Rosario,54874000,NO REPORTADO,04/04/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-04,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,11/06/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-11-06,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,02/06/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-06,denuncia
NORTE DE SANTANDER,El Zulia,54261000,NO REPORTADO,02/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-05,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,03/10/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-03-10,denuncia
VALLE,Bolívar,76100000,NO REPORTADO,04/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-07,denuncia
SUCRE,San Onofre,70713000,NO REPORTADO,05/10/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-05-10,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/04/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2012-05-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/08/2012,MASCULINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-12-08,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,03/10/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-03-10,denuncia
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,05/08/2012,MASCULINO,ADULTOS,1,ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD,2012-05-08,denuncia
SANTANDER,Palmas del Socorro,68524000,NO REPORTADO,12/09/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-12-09,denuncia
QUINDÍO,Calarca,63130000,NO REPORTADO,12/06/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-06,denuncia
ARAUCA,Arauca (CT),81001000,NO REPORTADO,01/03/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-01-03,denuncia
ARAUCA,Arauca (CT),81001000,NO REPORTADO,07/03/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/09/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-09-09,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,04/09/2012,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2012-04-09,denuncia
QUINDÍO,Calarca,63130000,NO REPORTADO,04/04/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-04,denuncia
QUINDÍO,La Tebaida,63401000,NO REPORTADO,07/02/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-02,denuncia
BOYACÁ,Tunja (CT),15001000,NO REPORTADO,05/05/2012,MASCULINO,MENORES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-05-05,denuncia
BOYACÁ,Siachoque,15740000,NO REPORTADO,10/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-10-05,denuncia
CAQUETÁ,Curillo,18205000,NO REPORTADO,11/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-11-08,denuncia
TOLIMA,Dolores,73236000,NO REPORTADO,12/09/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-09,denuncia
RISARALDA,Santa Rosa de Cabal,66682000,NO REPORTADO,01/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-01-05,denuncia
RISARALDA,Santa Rosa de Cabal,66682000,NO REPORTADO,05/04/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-05-04,denuncia
RISARALDA,Santa Rosa de Cabal,66682000,NO REPORTADO,04/07/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2012-04-07,denuncia
RISARALDA,Santa Rosa de Cabal,66682003,NO REPORTADO,04/07/2012,MASCULINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-04-07,denuncia
QUINDÍO,La Tebaida,63401000,NO REPORTADO,01/01/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-01-01,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,05/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-05-08,denuncia
QUINDÍO,Quimbaya,63594000,NO REPORTADO,09/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,07/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-07-08,denuncia
QUINDÍO,La Tebaida,63401000,NO REPORTADO,11/03/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-11-03,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,05/09/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-05-09,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,08/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-08-02,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,04/06/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-06,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-09-08,denuncia
BOLÍVAR,Calamar,13140000,NO REPORTADO,12/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-08,denuncia
BOYACÁ,Duitama,15238000,NO REPORTADO,07/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-08,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/05/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,12/07/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-12-07,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/07/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-09-07,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,07/09/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-09,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,12/09/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-09,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,10/04/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-10-04,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,10/04/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-10-04,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,10/09/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-10-09,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,05/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-05-08,denuncia
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,10/08/2012,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-10-08,denuncia
NARIÑO,Samaniego,52678000,NO REPORTADO,06/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2012-06-08,denuncia
ANTIOQUIA,Copacabana,5212000,NO REPORTADO,02/08/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-08,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,02/02/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-02,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,01/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-01-08,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,09/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-08,denuncia
HUILA,Neiva (CT),41001012,NO REPORTADO,12/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD,2012-12-08,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/07/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-09-07,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,09/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-09-08,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,12/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-08,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/05/2012,MASCULINO,MENORES,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-04-05,denuncia
SUCRE,Corozal,70215021,NO REPORTADO,08/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-08-08,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,05/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-05-08,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,02/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-08,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,12/06/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-06,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,11/04/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-11-04,denuncia
BOLÍVAR,Magangué,13430000,NO REPORTADO,03/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2012-03-08,denuncia
BOLÍVAR,Magangué,13430000,NO REPORTADO,08/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2012-08-08,denuncia
TOLIMA,Ibagué (CT),73001000,NO REPORTADO,08/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-08-08,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,07/08/2012,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-08,denuncia
CAQUETÁ,El Doncello,18247000,NO REPORTADO,03/06/2012,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-03-06,denuncia
QUINDÍO,Génova,63302000,NO REPORTADO,06/02/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-06-02,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,09/03/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-03,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,12/03/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-12-03,denuncia
QUINDÍO,Calarca,63130000,NO REPORTADO,12/03/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-12-03,denuncia
RISARALDA,Dosquebradas,66170000,NO REPORTADO,01/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2012-01-08,denuncia
HUILA,Pitalito,41551000,NO REPORTADO,08/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2012-08-08,denuncia
NARIÑO,Pasto (CT),52001000,NO REPORTADO,12/05/2012,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-12-05,denuncia
TOLIMA,Líbano,73411000,NO REPORTADO,09/08/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2012-09-08,denuncia
VALLE,Zarzal,76895000,NO REPORTADO,08/02/2012,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-08-02,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,04/08/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-08,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,04/08/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-08,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,01/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-07,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,07/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-07-05,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,04/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-04-05,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,02/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-02-05,denuncia
QUINDÍO,Génova,63302000,NO REPORTADO,03/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-03-05,denuncia
QUINDÍO,Calarca,63130000,NO REPORTADO,09/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,09/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
QUINDÍO,Génova,63302000,NO REPORTADO,09/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
QUINDÍO,La Tebaida,63401000,NO REPORTADO,09/05/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-05,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,06/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-06-07,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,10/05/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2012-10-05,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,12/07/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-12-07,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,07/08/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-07-08,denuncia
VALLE,La Unión,76400000,NO REPORTADO,06/08/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-06-08,denuncia
VALLE,Buenaventura,76109000,NO REPORTADO,04/08/2012,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-04-08,denuncia
