departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,fecha,tipo
ANTIOQUIA,Copacabana,5212000,ARMA BLANCA / CORTOPUNZANTE,03/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-03-09,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-02-02,hurto
TOLIMA,Espinal,73268000,ARMA BLANCA / CORTOPUNZANTE,07/04/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-04,hurto
SANTANDER,Piedecuesta,68547000,ARMA BLANCA / CORTOPUNZANTE,10/12/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-12,hurto
VALLE,Dagua,76233000,ARMA BLANCA / CORTOPUNZANTE,08/11/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-08-11,hurto
ANTIOQUIA,Itagui,5360000,ARMA BLANCA / CORTOPUNZANTE,07/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-09,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-10,hurto
MAGDALENA,Fundación,47288000,ARMA BLANCA / CORTOPUNZANTE,04/03/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-03,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,04/05/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-05,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,07/10/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-07-10,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-10,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,08/04/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-04,hurto
SUCRE,Sincelejo (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,03/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-07,hurto
VALLE,Yumbo,76892000,ARMA BLANCA / CORTOPUNZANTE,01/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-08,hurto
CAUCA,Balboa,19075000,ARMA BLANCA / CORTOPUNZANTE,09/06/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-06,hurto
VALLE,Candelaria,76130000,ARMA BLANCA / CORTOPUNZANTE,01/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-01-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,11/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-11-05,hurto
CAQUETÁ,Florencia (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,05/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-03,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-10,hurto
BOLÍVAR,Turbaco,13836000,ARMA BLANCA / CORTOPUNZANTE,11/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-07,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-05,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,09/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-09-09,hurto
HUILA,Pitalito,41551000,ARMA BLANCA / CORTOPUNZANTE,07/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-09,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,07/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-06-08,hurto
BOLÍVAR,Magangué,13430000,ARMA BLANCA / CORTOPUNZANTE,10/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-03,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,08/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-05,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,02/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-02-06,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-06,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,09/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-09-08,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,04/05/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-05,hurto
SANTANDER,Piedecuesta,68547000,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-01,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-06-06,hurto
ATLÁNTICO,Soledad,8758000,ARMA BLANCA / CORTOPUNZANTE,08/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,11/01/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-11-01,hurto
ANTIOQUIA,Copacabana,5212000,ARMA BLANCA / CORTOPUNZANTE,01/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-01-07,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,09/06/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-06,hurto
CESAR,Río de Oro,20614000,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-04,hurto
SUCRE,Sincelejo (CT),70001000,ARMA BLANCA / CORTOPUNZANTE,06/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-07,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,05/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-03,hurto
CESAR,La Jagua de Ibirico,20400000,ARMA BLANCA / CORTOPUNZANTE,10/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-04,hurto
BOLÍVAR,Turbaco,13836000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-08,hurto
HUILA,Algeciras,41020000,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-04,hurto
CUNDINAMARCA,Cota,25214000,ARMA BLANCA / CORTOPUNZANTE,07/07/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-07,hurto
CAQUETÁ,San Vicente del Caguán,18753000,ARMA BLANCA / CORTOPUNZANTE,04/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-07,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-08,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,10/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-08,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,11/09/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-09,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,06/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-05,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,03/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-09,hurto
ANTIOQUIA,Bello,5088000,ARMA BLANCA / CORTOPUNZANTE,08/06/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-06,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,04/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-09,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-06,hurto
CUNDINAMARCA,Tenjo,25799000,ARMA BLANCA / CORTOPUNZANTE,04/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-06,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,06/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,04/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-04-10,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,12/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-12-06,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,03/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-09,hurto
NARIÑO,Cumbal,52227000,ARMA BLANCA / CORTOPUNZANTE,11/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-09-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-06,hurto
ANTIOQUIA,Turbo,5837000,ARMA BLANCA / CORTOPUNZANTE,12/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-12-06,hurto
CESAR,Gamarra,20295000,ARMA BLANCA / CORTOPUNZANTE,10/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-04,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-09-03,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-06-08,hurto
CAQUETÁ,Florencia (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-04,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,01/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-06,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-10,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,09/04/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-04,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,01/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-08,hurto
CUNDINAMARCA,Soacha,25754000,ARMA BLANCA / CORTOPUNZANTE,07/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,05/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-05-08,hurto
CÓRDOBA,Ciénaga de Oro,23189000,ARMA BLANCA / CORTOPUNZANTE,09/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-07,hurto
CASANARE,Yopal (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,10/02/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-02,hurto
NORTE DE SANTANDER,Pamplona,54518000,ARMA BLANCA / CORTOPUNZANTE,03/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-05,hurto
VALLE,Tuluá,76834000,ARMA BLANCA / CORTOPUNZANTE,07/07/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-07,hurto
ATLÁNTICO,Baranoa,8078000,ARMA BLANCA / CORTOPUNZANTE,06/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-03,hurto
CUNDINAMARCA,Madrid,25430000,ARMA BLANCA / CORTOPUNZANTE,12/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-12-06,hurto
CUNDINAMARCA,Chía,25175000,ARMA BLANCA / CORTOPUNZANTE,10/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-06,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,11/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-09,hurto
QUINDÍO,Quimbaya,63594000,ARMA BLANCA / CORTOPUNZANTE,09/09/2021,MASCULINO,MENORES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-09,hurto
CAUCA,Timbío,19807000,ARMA BLANCA / CORTOPUNZANTE,06/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-04,hurto
CAQUETÁ,San Vicente del Caguán,18753000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-08,hurto
NORTE DE SANTANDER,Tibú,54810000,ARMA BLANCA / CORTOPUNZANTE,05/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-05-08,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,05/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-01-06,hurto
HUILA,Neiva (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,02/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-02-06,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-06,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,04/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-08,hurto
CUNDINAMARCA,La Mesa,25386000,ARMA BLANCA / CORTOPUNZANTE,01/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-05,hurto
VALLE,Palmira,76520000,ARMA BLANCA / CORTOPUNZANTE,02/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-02-08,hurto
META,Villavicencio (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,10/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-04,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,04/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-08,hurto
BOLÍVAR,Magangué,13430000,ARMA BLANCA / CORTOPUNZANTE,03/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-03-07,hurto
TOLIMA,Saldaña,73671000,ARMA BLANCA / CORTOPUNZANTE,10/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-06,hurto
VALLE,Jamundí,76364000,ARMA BLANCA / CORTOPUNZANTE,04/12/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-04-12,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,07/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-03,hurto
CESAR,San Martín,20770000,ARMA BLANCA / CORTOPUNZANTE,06/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-08,hurto
HUILA,Isnos,41359000,ARMA BLANCA / CORTOPUNZANTE,05/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-04,hurto
CAUCA,Popayán (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,08/08/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-08,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,06/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-06-06,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,11/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-03,hurto
SANTANDER,Bucaramanga (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,07/02/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-02,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,08/10/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-10,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,09/02/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-09-02,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,05/08/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-08,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,07/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-07-04,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,11/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-06,hurto
NORTE DE SANTANDER,Tibú,54810000,ARMA BLANCA / CORTOPUNZANTE,05/06/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-06,hurto
CHOCÓ,Quibdó (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,10/07/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-10-07,hurto
VALLE,Palmira,76520000,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-04-04,hurto
NORTE DE SANTANDER,Ocaña,54498000,ARMA BLANCA / CORTOPUNZANTE,08/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-08-04,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,12/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-12-10,hurto
HUILA,Acevedo,41006000,ARMA BLANCA / CORTOPUNZANTE,05/09/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-09,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,12/08/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-12-08,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,11/04/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-04,hurto
BOLÍVAR,Magangué,13430000,ARMA BLANCA / CORTOPUNZANTE,01/03/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-03,hurto
SANTANDER,Floridablanca,68276000,ARMA BLANCA / CORTOPUNZANTE,11/04/2021,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-11-04,hurto
CUNDINAMARCA,Girardot,25307000,ARMA BLANCA / CORTOPUNZANTE,07/05/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-05,hurto
SANTANDER,Los Santos,68418000,ARMA BLANCA / CORTOPUNZANTE,11/02/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-11-02,hurto
CESAR,La Paz,20621000,ARMA BLANCA / CORTOPUNZANTE,11/03/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-11-03,hurto
CESAR,Valledupar (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,05/03/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-05-03,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,03/02/2022,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-03-02,hurto
BOLÍVAR,Cartagena (CT),13001009,ARMA BLANCA / CORTOPUNZANTE,09/03/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-09-03,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/12/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-12-12,hurto
BOLÍVAR,Cartagena (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-01-11,hurto
ATLÁNTICO,Barranquilla (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,05/11/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-05-11,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,09/01/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-09-01,hurto
VALLE,Ginebra,76306000,ARMA BLANCA / CORTOPUNZANTE,08/01/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-08-01,hurto
NARIÑO,Pasto (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-01-01,hurto
BOLÍVAR,Arjona,13052000,ARMA BLANCA / CORTOPUNZANTE,07/01/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-07-01,hurto
VALLE,Cali (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/02/2022,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-03-02,hurto
SANTANDER,Barrancabermeja,68081000,ARMA BLANCA / CORTOPUNZANTE,07/11/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2021-07-11,hurto
ANTIOQUIA,Medellín (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2022,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-02-01,hurto
NARIÑO,Ipiales,52356000,ARMA BLANCA / CORTOPUNZANTE,09/01/2022,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-09-01,hurto
CAUCA,Puerto Tejada,19573000,ARMA BLANCA / CORTOPUNZANTE,12/02/2022,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2022-12-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,02/10/2021,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2021-02-10,hurto
