departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,FECHA,ANO,MES
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,17/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2012-11-17,2012,11
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,22/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-22,2012,11
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,26/11/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-26,2012,11
QUINDÍO,ARMENIA,63001000,ARMA BLANCA / CORTOPUNZANTE,27/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2012-11-27,2012,11
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,29/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-29,2012,11
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,30/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-30,2012,11
CAUCA,PUERTO TEJADA,19573000,ARMA BLANCA / CORTOPUNZANTE,03/12/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-12-03,2012,12
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,04/12/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-12-04,2012,12
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,24/12/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-12-24,2012,12
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,31/12/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-12-31,2012,12
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,10/01/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-10,2013,1
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,13/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-13,2013,1
CUNDINAMARCA,CHOCONTÁ,25183000,NO REPORTADO,14/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-14,2013,1
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,15/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-15,2013,1
ANTIOQUIA,ITAGUI,05360000,NO REPORTADO,16/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-01-16,2013,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,17/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-17,2013,1
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,19/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-19,2013,1
CUNDINAMARCA,PUERTO SALGAR,25572000,ARMA BLANCA / CORTOPUNZANTE,20/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-01-20,2013,1
NORTE DE SANTANDER,CÚCUTA,54001000,NO REPORTADO,20/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-20,2013,1
BOLÍVAR,SAN JUAN NEPOMUCENO,13657005,ARMA BLANCA / CORTOPUNZANTE,25/01/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-01-25,2013,1
ANTIOQUIA,CALDAS,05129000,NO REPORTADO,01/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-02-01,2013,2
TOLIMA,VENADILLO,73861000,ARMA BLANCA / CORTOPUNZANTE,06/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-02-06,2013,2
CUNDINAMARCA,SOACHA,25754000,NO REPORTADO,07/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-02-07,2013,2
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA BLANCA / CORTOPUNZANTE,08/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-08,2013,2
ANTIOQUIA,CALDAS,05129000,NO REPORTADO,14/02/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-14,2013,2
CUNDINAMARCA,SOACHA,25754000,NO REPORTADO,15/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-02-15,2013,2
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,17/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-17,2013,2
HUILA,GARZÓN,41298000,ARMA BLANCA / CORTOPUNZANTE,21/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-21,2013,2
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,24/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-24,2013,2
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,26/02/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-26,2013,2
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,28/02/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-02-28,2013,2
ANTIOQUIA,ITAGUI,05360000,NO REPORTADO,02/03/2013,MASCULINO,MENORES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-02,2013,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,04/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-04,2013,3
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,07/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-07,2013,3
SUCRE,SINCELEJO,70001000,ARMA BLANCA / CORTOPUNZANTE,07/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-07,2013,3
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,08/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-08,2013,3
CESAR,EL COPEY,20238002,ARMA BLANCA / CORTOPUNZANTE,09/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-09,2013,3
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,09/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-09,2013,3
TOLIMA,COYAIMA,73217000,ARMA BLANCA / CORTOPUNZANTE,10/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-10,2013,3
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,11/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-11,2013,3
CALDAS,SAN JOSÉ,17665000,ARMA BLANCA / CORTOPUNZANTE,13/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-13,2013,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,13/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-13,2013,3
CAUCA,SANTANDER DE QUILICHAO,19698007,ARMA BLANCA / CORTOPUNZANTE,14/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-14,2013,3
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,16/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-16,2013,3
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,16/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-16,2013,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,17/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2013-03-17,2013,3
ANTIOQUIA,CALDAS,05129000,NO REPORTADO,18/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-18,2013,3
ANTIOQUIA,MARINILLA,05440000,ARMA BLANCA / CORTOPUNZANTE,19/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-19,2013,3
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,19/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-19,2013,3
HUILA,GARZÓN,41298000,ARMA BLANCA / CORTOPUNZANTE,21/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-21,2013,3
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,21/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-21,2013,3
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,21/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-21,2013,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,22/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-22,2013,3
MAGDALENA,SANTA MARTA,47001009,ARMA BLANCA / CORTOPUNZANTE,22/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-22,2013,3
SUCRE,PALMITO,70523000,ARMA BLANCA / CORTOPUNZANTE,23/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-23,2013,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,24/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-24,2013,3
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,24/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-24,2013,3
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-25,2013,3
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-25,2013,3
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-26,2013,3
CAQUETÁ,FLORENCIA,18001000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-26,2013,3
ANTIOQUIA,ITAGUI,05360000,NO REPORTADO,27/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-27,2013,3
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-27,2013,3
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2013-03-28,2013,3
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-03-28,2013,3
SUCRE,SAN BENITO ABAD,70678033,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-28,2013,3
BOLÍVAR,MOMPÓS,13468000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-30,2013,3
VALLE,LA UNIÓN,76400000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-03-30,2013,3
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-01,2013,4
SUCRE,SINCELEJO,70001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-01,2013,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,02/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-02,2013,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,03/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-03,2013,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,04/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-04,2013,4
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,04/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-04,2013,4
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,05/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-05,2013,4
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,07/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-07,2013,4
PUTUMAYO,PUERTO ASÍS,86568000,ARMA BLANCA / CORTOPUNZANTE,07/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-07,2013,4
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,08/04/2013,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-08,2013,4
BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTADO,09/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-09,2013,4
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,10/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-10,2013,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,11/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-11,2013,4
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA BLANCA / CORTOPUNZANTE,11/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-11,2013,4
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,12/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-12,2013,4
CÓRDOBA,MONTERÍA,23001004,ARMA BLANCA / CORTOPUNZANTE,12/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-12,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,13/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-13,2013,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,13/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-13,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,14/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-14,2013,4
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,14/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-14,2013,4
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,14/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-14,2013,4
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,14/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-14,2013,4
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA BLANCA / CORTOPUNZANTE,15/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-15,2013,4
GUAJIRA,MAICAO,44430000,ARMA BLANCA / CORTOPUNZANTE,15/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-15,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,16/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-16,2013,4
BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTADO,17/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2013-04-17,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,17/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-17,2013,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,18/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-18,2013,4
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,18/04/2013,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-18,2013,4
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,18/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-18,2013,4
MAGDALENA,SANTA MARTA,47001001,ARMA BLANCA / CORTOPUNZANTE,18/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-18,2013,4
NORTE DE SANTANDER,OCAÑA,54498000,ARMA BLANCA / CORTOPUNZANTE,18/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-18,2013,4
ANTIOQUIA,CARAMANTA,05145000,ARMA BLANCA / CORTOPUNZANTE,19/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-19,2013,4
CAUCA,PUERTO TEJADA,19573000,ARMA BLANCA / CORTOPUNZANTE,19/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-19,2013,4
GUAJIRA,ALBANIA,44035000,ARMA BLANCA / CORTOPUNZANTE,19/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-19,2013,4
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,20/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-20,2013,4
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARMA BLANCA / CORTOPUNZANTE,20/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-20,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,21/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-21,2013,4
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,21/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-21,2013,4
ARAUCA,ARAUCA,81001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-22,2013,4
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-22,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-22,2013,4
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-22,2013,4
VALLE,GUADALAJARA DE BUGA,76111000,ARMA BLANCA / CORTOPUNZANTE,22/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-22,2013,4
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,23/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-23,2013,4
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,24/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-24,2013,4
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,24/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-24,2013,4
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,24/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-24,2013,4
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,25/04/2013,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-25,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,26/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-26,2013,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,28/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-28,2013,4
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,29/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-29,2013,4
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,30/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-30,2013,4
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,30/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-04-30,2013,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,30/04/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-04-30,2013,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,01/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-01,2013,5
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,02/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-05-02,2013,5
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,03/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2013-05-03,2013,5
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,04/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-04,2013,5
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,05/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2013-05-05,2013,5
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,07/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-05-07,2013,5
GUAJIRA,FONSECA,44279000,ARMA BLANCA / CORTOPUNZANTE,07/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-07,2013,5
MAGDALENA,FUNDACIÓN,47288000,ARMA BLANCA / CORTOPUNZANTE,07/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-07,2013,5
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,08/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-05-08,2013,5
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-05-09,2013,5
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2013-05-09,2013,5
QUINDÍO,ARMENIA,63001000,ARMA BLANCA / CORTOPUNZANTE,09/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-09,2013,5
HUILA,PALERMO,41524000,ARMA BLANCA / CORTOPUNZANTE,10/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2013-05-10,2013,5
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,11/05/2013,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2013-05-11,2013,5
