departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,FECHA,ANO,MES
CUNDINAMARCA,LA CALERA,25377000,ARMA BLANCA / CORTOPUNZANTE,19/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-19,2020,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,19/09/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-19,2020,9
VALLE,EL CAIRO,76246000,ARMA BLANCA / CORTOPUNZANTE,19/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-19,2020,9
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,19/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-19,2020,9
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,20/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-20,2020,9
ATLÁNTICO,SABANALARGA,08638000,ARMA BLANCA / CORTOPUNZANTE,20/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-20,2020,9
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,20/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-20,2020,9
NARIÑO,TÚQUERRES,52838000,NO REPORTADO,20/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-20,2020,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-20,2020,9
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,21/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-21,2020,9
QUINDÍO,ARMENIA,63001000,ARMA BLANCA / CORTOPUNZANTE,21/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-21,2020,9
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,22/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,22/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
MAGDALENA,PUEBLOVIEJO,47570000,ARMA BLANCA / CORTOPUNZANTE,22/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,NO REPORTADO,22/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/09/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,22/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-22,2020,9
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-23,2020,9
ATLÁNTICO,POLONUEVO,08558000,NO REPORTADO,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-23,2020,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-23,2020,9
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-23,2020,9
CUNDINAMARCA,SIBATÉ,25740000,ARMA BLANCA / CORTOPUNZANTE,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-23,2020,9
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-23,2020,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,24/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-24,2020,9
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,24/09/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-24,2020,9
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,25/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-25,2020,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,25/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2020-09-25,2020,9
NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,25/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-25,2020,9
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,26/09/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-26,2020,9
BOLÍVAR,ARJONA,13052000,NO REPORTADO,27/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-27,2020,9
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,27/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-27,2020,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,29/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-09-29,2020,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2020-09-30,2020,9
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,30/09/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-09-30,2020,9
ANTIOQUIA,SANTO DOMINGO,05690000,ARMA BLANCA / CORTOPUNZANTE,02/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-02,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,02/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-02,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,02/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-02,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,02/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-02,2020,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-03,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-03,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-03,2020,10
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-03,2020,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,03/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-03,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,04/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-04,2020,10
BOLÍVAR,TURBACO,13836000,ARMA BLANCA / CORTOPUNZANTE,04/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-04,2020,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,05/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-05,2020,10
NORTE DE SANTANDER,CÚCUTA,54001000,ARMA BLANCA / CORTOPUNZANTE,05/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-05,2020,10
ANTIOQUIA,ENVIGADO,05266000,ARMA BLANCA / CORTOPUNZANTE,06/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-06,2020,10
SUCRE,SAMPUÉS,70670000,ARMA BLANCA / CORTOPUNZANTE,06/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-06,2020,10
SUCRE,SAN LUIS DE SINCÉ,70742000,ARMA BLANCA / CORTOPUNZANTE,06/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-06,2020,10
ATLÁNTICO,SABANALARGA,08638000,ARMA BLANCA / CORTOPUNZANTE,07/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-07,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2020-10-08,2020,10
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,08/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-08,2020,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,08/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-08,2020,10
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA BLANCA / CORTOPUNZANTE,09/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-09,2020,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,09/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-09,2020,10
SUCRE,SINCELEJO,70001000,ARMA BLANCA / CORTOPUNZANTE,09/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-09,2020,10
ATLÁNTICO,PALMAR DE VARELA,08520000,ARMA BLANCA / CORTOPUNZANTE,10/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-10,2020,10
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,10/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-10,2020,10
CUNDINAMARCA,FUSAGASUGÁ,25290000,NO REPORTADO,10/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-10,2020,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,10/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-10,2020,10
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,11/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-11,2020,10
SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,11/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-11,2020,10
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,12/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-12,2020,10
CESAR,EL PASO,20250002,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
MAGDALENA,EL BANCO,47245000,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,13/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-13,2020,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-14,2020,10
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,14/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-14,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-14,2020,10
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-14,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-15,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,15/10/2020,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-15,2020,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,15/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-15,2020,10
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,16/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-16,2020,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,16/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-16,2020,10
VALLE,CANDELARIA,76130000,ARMA BLANCA / CORTOPUNZANTE,16/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-16,2020,10
CUNDINAMARCA,TOCANCIPÁ,25817000,ARMA BLANCA / CORTOPUNZANTE,17/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-17,2020,10
VALLE,PRADERA,76563000,ARMA BLANCA / CORTOPUNZANTE,17/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-17,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-18,2020,10
GUAJIRA,MANAURE,44560000,NO REPORTADO,18/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-18,2020,10
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-18,2020,10
NORTE DE SANTANDER,CÚCUTA,54001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-18,2020,10
ANTIOQUIA,TURBO,05837000,ARMA BLANCA / CORTOPUNZANTE,19/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-19,2020,10
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-19,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-19,2020,10
CUNDINAMARCA,ZIPAQUIRÁ,25899000,ARMA BLANCA / CORTOPUNZANTE,19/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-19,2020,10
ANTIOQUIA,LA ESTRELLA,05380000,ARMA BLANCA / CORTOPUNZANTE,20/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-20,2020,10
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-20,2020,10
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2020,FEMENINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-20,2020,10
BOLÍVAR,SAN JUAN NEPOMUCENO,13657000,ARMA BLANCA / CORTOPUNZANTE,20/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-20,2020,10
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-20,2020,10
ANTIOQUIA,FREDONIA,05282000,ARMA BLANCA / CORTOPUNZANTE,22/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-22,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,22/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-22,2020,10
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,22/10/2020,FEMENINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-22,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,22/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-22,2020,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,22/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-22,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,23/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-23,2020,10
SANTANDER,FLORIDABLANCA,68276000,ARMA BLANCA / CORTOPUNZANTE,23/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-23,2020,10
SUCRE,SINCELEJO,70001000,ARMA BLANCA / CORTOPUNZANTE,25/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-25,2020,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,25/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-25,2020,10
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,25/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-25,2020,10
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,26/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-26,2020,10
BOLÍVAR,MAGANGUÉ,13430000,ARMA BLANCA / CORTOPUNZANTE,26/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-26,2020,10
BOLÍVAR,MARÍA LA BAJA,13442000,ARMA BLANCA / CORTOPUNZANTE,26/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-26,2020,10
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,26/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-26,2020,10
SUCRE,SAMPUÉS,70670000,ARMA BLANCA / CORTOPUNZANTE,26/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-26,2020,10
ANTIOQUIA,SOPETRÁN,05761000,ARMA BLANCA / CORTOPUNZANTE,27/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-27,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,27/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-27,2020,10
CUNDINAMARCA,RICAURTE,25612000,ARMA BLANCA / CORTOPUNZANTE,29/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-29,2020,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,30/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-10-30,2020,10
CASANARE,YOPAL,85001000,ARMA BLANCA / CORTOPUNZANTE,31/10/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-31,2020,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,31/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-31,2020,10
MAGDALENA,ARACATACA,47053000,ARMA BLANCA / CORTOPUNZANTE,31/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-31,2020,10
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,31/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-31,2020,10
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,31/10/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-10-31,2020,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,01/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-01,2020,11
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-01,2020,11
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-01,2020,11
ANTIOQUIA,TURBO,05837000,ARMA BLANCA / CORTOPUNZANTE,02/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-02,2020,11
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,02/11/2020,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2020-11-02,2020,11
BOLÍVAR,ARJONA,13052000,ARMA BLANCA / CORTOPUNZANTE,02/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-02,2020,11
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,03/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-03,2020,11
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,03/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-03,2020,11
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,03/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-03,2020,11
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2020-11-04,2020,11
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-04,2020,11
SUCRE,SINCELEJO,70001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-04,2020,11
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,05/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-05,2020,11
ANTIOQUIA,SEGOVIA,05736000,ARMA BLANCA / CORTOPUNZANTE,05/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-05,2020,11
ATLÁNTICO,USIACURÍ,08849000,ARMA BLANCA / CORTOPUNZANTE,05/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-05,2020,11
BOLÍVAR,TURBACO,13836000,ARMA BLANCA / CORTOPUNZANTE,05/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-05,2020,11
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,06/11/2020,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2020-11-06,2020,11
